,n_track,set_section,artist,track,set_name,song_id,album,duration,tempo,energy,danceability,valence,key,time_signature,acousticness,instruentalness,mode
136,1,4,DJRUM,Watermark,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",1qyn05p64r1CRkq43bDN46,Watermark,9.1111,135.002,0.744,0.52,0.0374,11,4,0.499,0.837,0
137,2,4,DJRUM,Undercoat,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",55ZCb9HEcCIWAwU1u4rWZm,Mountains,7.871733333333333,139.969,0.584,0.516,0.141,0,4,0.377,0.507,1
138,2,4,DJRUM,Undercoat,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",55ZCb9HEcCIWAwU1u4rWZm,Mountains,7.871733333333333,139.969,0.584,0.516,0.141,0,4,0.377,0.507,1
139,3,4,Richter,Shadow Journal,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",4cXFtk0n7aPjiypuF1HFaA,The Blue Notebooks (15 Years),8.3831,143.206,0.103,0.26,0.036,7,4,0.924,0.744,0
140,3,4,Richter,Shadow Journal,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",4cXFtk0n7aPjiypuF1HFaA,The Blue Notebooks (15 Years),8.3831,143.206,0.103,0.26,0.036,7,4,0.924,0.744,0
141,4,4,Pinch,Cave Dream,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",5YU5yUoKOON24vkvyEqy6W,Pepper Spray,4.724666666666667,137.953,0.229,0.662,0.0627,0,4,0.085,0.481,1
142,4,4,Pinch,Cave Dream,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",5YU5yUoKOON24vkvyEqy6W,Pepper Spray,4.724666666666667,137.953,0.229,0.662,0.0627,0,4,0.085,0.481,1
144,6,4,Andy Stott,Blocked,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",6bVqPX0TDKOMRN6RtuQ2ym,Merciless,3.264666666666667,137.006,0.495,0.673,0.151,8,4,0.153,0.786,1
145,6,4,Andy Stott,Blocked,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",6bVqPX0TDKOMRN6RtuQ2ym,Merciless,3.264666666666667,137.006,0.495,0.673,0.151,8,4,0.153,0.786,1
146,7,4,Juggaknots,Epiphany,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",5bhkPGdgAxxwDjH6YIcNWe,Re:Release,4.066983333333333,85.251,0.91,0.62,0.81,0,4,0.0296,0,1
147,7,4,Juggaknots,Epiphany,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",5bhkPGdgAxxwDjH6YIcNWe,Re:Release,4.066983333333333,85.251,0.91,0.62,0.81,0,4,0.0296,0,1
148,8,4,Masta Ace,Slaughta,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",3CAwF3T9ua9cV5U9UerB1E,SlaughtaHouse,4.844,87.924,0.693,0.649,0.735,2,4,0.0433,0,1
149,8,4,Masta Ace,Slaughta,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",3CAwF3T9ua9cV5U9UerB1E,SlaughtaHouse,4.844,87.924,0.693,0.649,0.735,2,4,0.0433,0,1
151,10,4,DJRUM,Watermark,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",1qyn05p64r1CRkq43bDN46,Watermark,9.1111,135.002,0.744,0.52,0.0374,11,4,0.499,0.837,0
152,10,4,DJRUM,Watermark,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",1qyn05p64r1CRkq43bDN46,Watermark,9.1111,135.002,0.744,0.52,0.0374,11,4,0.499,0.837,0
153,10,4,DJRUM,Watermark,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",1qyn05p64r1CRkq43bDN46,Watermark,9.1111,135.002,0.744,0.52,0.0374,11,4,0.499,0.837,0
154,10,4,DJRUM,Watermark,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",1qyn05p64r1CRkq43bDN46,Watermark,9.1111,135.002,0.744,0.52,0.0374,11,4,0.499,0.837,0
157,2,4,Samoyed,Malamute,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",2MxrN91GjJxM4Zve6mCPlZ,Spit EP,4.127966666666667,96.925,0.547,0.468,0.0369,8,4,0.621,0.311,1
158,2,4,Samoyed,Malamute,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",2MxrN91GjJxM4Zve6mCPlZ,Spit EP,4.127966666666667,96.925,0.547,0.468,0.0369,8,4,0.621,0.311,1
159,3,4,ARP 101,U,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",5w85s4HfMvO99pV4zgEwvX,U/Groove,5.8501,134.899,0.569,0.79,0.562,1,4,0.0324,0.646,1
160,3,4,ARP 101,U,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",5w85s4HfMvO99pV4zgEwvX,U/Groove,5.8501,134.899,0.569,0.79,0.562,1,4,0.0324,0.646,1
161,4,4,Free The Robots,Prototype B,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",6a37HGYrSMgnNTeWkj7SCd,The Mind's Eye,2.7604333333333333,159.75,0.524,0.344,0.0561,0,4,0.0157,0.906,1
162,4,4,Free The Robots,Prototype B,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",6a37HGYrSMgnNTeWkj7SCd,The Mind's Eye,2.7604333333333333,159.75,0.524,0.344,0.0561,0,4,0.0157,0.906,1
163,5,4,Tha Pope,When You,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",6xwFI0m0ODEXPJW3wnXH3M,Bangs & Works Vol. 2 (The Best of Chicago Footwork),1.8704333333333334,125.859,0.547,0.482,0.207,11,3,0.00548,0.00436,0
164,5,4,Tha Pope,When You,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",6xwFI0m0ODEXPJW3wnXH3M,Bangs & Works Vol. 2 (The Best of Chicago Footwork),1.8704333333333334,125.859,0.547,0.482,0.207,11,3,0.00548,0.00436,0
165,6,4,Gerry Read,Roomland,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",0Z1XeWuJclCJDo9UutcK6b,Roomland,7.1181,127.006,0.734,0.783,0.184,6,4,0.0396,0.319,0
166,6,4,Gerry Read,Roomland,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM",0Z1XeWuJclCJDo9UutcK6b,Roomland,7.1181,127.006,0.734,0.783,0.184,6,4,0.0396,0.319,0
168,1,1,Chris Watson,The Blue Men Of The Minch,2012-04-16 - DJRUM - Resident Advisor (RA.307),6Natu7HOsVIhbjKAw34BAH,Stepping Into The Dark,4.851416666666666,102.38,0.577,0.164,0.0299,1,3,0.04,0.398,1
169,1,1,Chris Watson,The Blue Men Of The Minch,2012-04-16 - DJRUM - Resident Advisor (RA.307),6Natu7HOsVIhbjKAw34BAH,Stepping Into The Dark,4.851416666666666,102.38,0.577,0.164,0.0299,1,3,0.04,0.398,1
170,1,1,Chris Watson,The Blue Men Of The Minch,2012-04-16 - DJRUM - Resident Advisor (RA.307),6Natu7HOsVIhbjKAw34BAH,Stepping Into The Dark,4.851416666666666,102.38,0.577,0.164,0.0299,1,3,0.04,0.398,1
171,2,1,Murcof,Una,2012-04-16 - DJRUM - Resident Advisor (RA.307),1ycSPjczsh9dmMaARqeiD1,Martes + Utopía,6.831333333333333,120.031,0.339,0.452,0.309,7,4,0.759,0.82,0
172,3,1,Pangaea,Memories,2012-04-16 - DJRUM - Resident Advisor (RA.307),5OMqYZUM5L9TDT7HlUyeWP,Conversations,3.1177,113.571,0.0358,0.203,0.0323,0,5,0.954,0.581,1
174,5,1,Sleeparchive,Papercup,2012-04-16 - DJRUM - Resident Advisor (RA.307),3FYtAWUmov76qaZKngzCjX,Papercup,8.92465,129.993,0.432,0.819,0.0376,1,4,0.0165,0.899,1
175,6,1,DJRUM,Mountains Pt.1,2012-04-16 - DJRUM - Resident Advisor (RA.307),6x6MjxaTNciYWddWcT7MBq,Mountains,8.759116666666667,136.995,0.662,0.472,0.164,2,4,0.611,0.9,1
176,6,1,DJRUM,Mountains Pt.1,2012-04-16 - DJRUM - Resident Advisor (RA.307),6x6MjxaTNciYWddWcT7MBq,Mountains,8.759116666666667,136.995,0.662,0.472,0.164,2,4,0.611,0.9,1
177,7,1,DJRUM,Mountains Pt.1,2012-04-16 - DJRUM - Resident Advisor (RA.307),6x6MjxaTNciYWddWcT7MBq,Mountains,8.759116666666667,136.995,0.662,0.472,0.164,2,4,0.611,0.9,1
178,7,1,DJRUM,Mountains Pt.1,2012-04-16 - DJRUM - Resident Advisor (RA.307),6x6MjxaTNciYWddWcT7MBq,Mountains,8.759116666666667,136.995,0.662,0.472,0.164,2,4,0.611,0.9,1
179,8,1,DJRUM,Mountains Pt.2,2012-04-16 - DJRUM - Resident Advisor (RA.307),4xaqWoYwpPuzOB0Ys4K6Ho,Mountains,6.5979833333333335,161.527,0.516,0.33,0.055,6,4,0.845,0.848,0
181,10,1,Herbie Hancock,Goodbye To Childhood,2012-04-16 - DJRUM - Resident Advisor (RA.307),4kmriSrayYZ9wegMjNCjjB,Speak Like A Child (Expanded Edition),7.116,89.768,0.214,0.363,0.0476,5,4,0.967,0.784,1
182,11,1,Andy Bey,Celestial Blues,2012-04-16 - DJRUM - Resident Advisor (RA.307),0475IaWC3utT3w8WGvREzE,The Wanderings Of The Avener,3.6077666666666666,99.899,0.561,0.86,0.664,8,4,0.0343,0.0305,0
183,12,1,Untold,Kingdom,2012-04-16 - DJRUM - Resident Advisor (RA.307),1vVcnnJ6zv6zel1jmCZPMX,Kingdom,4.331333333333333,142.037,0.237,0.919,0.204,0,4,0.0575,0.897,0
184,13,1,Chris Watson,River Mara At Dawn,2012-04-16 - DJRUM - Resident Advisor (RA.307),0i9mwB0msSUsNKijaT00GS,Stepping Into The Dark,6.453766666666667,133.154,0.986,0.322,0.00775,2,3,0.88,0.384,1
186,15,1,Perc,Tension,2012-04-16 - DJRUM - Resident Advisor (RA.307),4audLi0OvGL529RBpdDMrp,Monad V,8.103633333333333,127.984,0.925,0.66,0.342,1,4,0.00166,0.885,1
187,16,1,Chris Watson,The Blue Men Of The Minch,2012-04-16 - DJRUM - Resident Advisor (RA.307),6Natu7HOsVIhbjKAw34BAH,Stepping Into The Dark,4.851416666666666,102.38,0.577,0.164,0.0299,1,3,0.04,0.398,1
188,16,1,Chris Watson,The Blue Men Of The Minch,2012-04-16 - DJRUM - Resident Advisor (RA.307),6Natu7HOsVIhbjKAw34BAH,Stepping Into The Dark,4.851416666666666,102.38,0.577,0.164,0.0299,1,3,0.04,0.398,1
189,16,1,Chris Watson,The Blue Men Of The Minch,2012-04-16 - DJRUM - Resident Advisor (RA.307),6Natu7HOsVIhbjKAw34BAH,Stepping Into The Dark,4.851416666666666,102.38,0.577,0.164,0.0299,1,3,0.04,0.398,1
190,17,1,DJRUM,The Darkest Hour Is Just Before Dawn,2012-04-16 - DJRUM - Resident Advisor (RA.307),7yN25VzBBZa22xcU6APBXl,Watermark,9.08435,129.966,0.675,0.647,0.0947,7,4,0.194,0.841,1
191,18,1,DJRUM,Honey,2012-04-16 - DJRUM - Resident Advisor (RA.307),7faK5oYGHACSr8sLXEFPxw,Seven Lies,4.967116666666667,129.018,0.545,0.418,0.0819,7,4,0.906,0.127,0
192,19,1,Richard Skelton,Noon Hill Wood,2012-04-16 - DJRUM - Resident Advisor (RA.307),2hc9XfYzYpm5EqHjSKG8wI,The Complete Landings,8.4451,95.618,0.256,0.149,0.0643,7,1,0.876,0.0444,0
193,20,1,Marcel Dettmann,Shatter Proof,2012-04-16 - DJRUM - Resident Advisor (RA.307),53CMRyYqks24OsgQzKDuhv,Mdr 04,5.772666666666667,127.002,0.732,0.956,0.636,11,4,0.00068,0.966,0
194,21,1,Daughter,Landfill,2012-04-16 - DJRUM - Resident Advisor (RA.307),7zUnbLzzq8g5IoKedMiRo9,His Young Heart,4.398433333333333,125.949,0.47,0.618,0.395,11,4,0.774,0,0
195,22,1,Andy Stott,Handle With Care,2012-04-16 - DJRUM - Resident Advisor (RA.307),76hAhf2ojuVRXrCtYKCUmO,Unknown Exception,4.828433333333333,125.005,0.138,0.618,0.215,8,4,0.415,0.943,1
197,24,1,Indigo,Snowfall,2012-04-16 - DJRUM - Resident Advisor (RA.307),2w4kbr2GJUZwHw5LoHz34M,Scope Exclusives,4.19335,129.925,0.724,0.458,0.0376,11,4,0.0911,0.573,0
199,26,1,Vashti Bunyan,Here Before,2012-04-16 - DJRUM - Resident Advisor (RA.307),4Y6TcrxjWUEa4GzSl8z65a,Lookaftering,2.088216666666667,207.244,0.11,0.2,0.606,10,3,0.957,0.718,1
200,27,1,Elephant And Castle,I Will,2012-04-16 - DJRUM - Resident Advisor (RA.307),2pZwmMdSwVBJ2X2mXz8npi,Absolve Me,2.3001666666666667,114.88,0.257,0.548,0.317,2,3,0.669,0.798,1
201,27,1,Elephant And Castle,I Will,2012-04-16 - DJRUM - Resident Advisor (RA.307),2pZwmMdSwVBJ2X2mXz8npi,Absolve Me,2.3001666666666667,114.88,0.257,0.548,0.317,2,3,0.669,0.798,1
202,27,1,Elephant And Castle,I Will,2012-04-16 - DJRUM - Resident Advisor (RA.307),1bk4EmP7CbyokEBMelPwNy,Transitions,4.333333333333333,100.325,0.536,0.227,0.0373,0,5,0.0147,0.124,1
204,29,1,Chris Watson,The Blue Men Of The Minch,2012-04-16 - DJRUM - Resident Advisor (RA.307),6Natu7HOsVIhbjKAw34BAH,Stepping Into The Dark,4.851416666666666,102.38,0.577,0.164,0.0299,1,3,0.04,0.398,1
205,29,1,Chris Watson,The Blue Men Of The Minch,2012-04-16 - DJRUM - Resident Advisor (RA.307),6Natu7HOsVIhbjKAw34BAH,Stepping Into The Dark,4.851416666666666,102.38,0.577,0.164,0.0299,1,3,0.04,0.398,1
206,29,1,Chris Watson,The Blue Men Of The Minch,2012-04-16 - DJRUM - Resident Advisor (RA.307),6Natu7HOsVIhbjKAw34BAH,Stepping Into The Dark,4.851416666666666,102.38,0.577,0.164,0.0299,1,3,0.04,0.398,1
208,1,1,Jaylib,The Official,2013-04-30 - Djrum - Mix Of The Week,4hKn3UprlDFgjOZ1CtufBr,Champion Sound,3.525333333333333,96.828,0.71,0.648,0.796,6,4,0.181,0,0
210,3,1,Slum Village,Fall In Love,2013-04-30 - Djrum - Mix Of The Week,2KBo6O5rkNdtYT3wYjkEkq,"Fantastic, Vol. 2.10",3.9202,91.212,0.543,0.796,0.784,1,4,0.0486,0.00584,1
211,4,1,Special Request,Vapour,2013-04-30 - Djrum - Mix Of The Week,23OFDqerSu0gNHeHy6B0ID,Soul Music,6.044066666666667,124.981,0.926,0.802,0.685,4,4,0.0609,0.815,0
212,5,1,Special Request,Mindwash,2013-04-30 - Djrum - Mix Of The Week,3yCqb5PexXKnPUvD6iOvxq,Soul Music,6.400666666666667,135.968,0.996,0.756,0.636,1,4,0.0234,0.816,1
213,6,1,+ Daughter,Love,2013-04-30 - Djrum - Mix Of The Week,0bhwnn2xqnBUcMZDcXNuII,Hey Lover / Stand by Me,2.4,128.16,0.482,0.48,0.684,7,4,0.25,0.000289,0
216,9,1,Other Lives,Tamer Animals,2013-04-30 - Djrum - Mix Of The Week,23r4eXV6ziw0NNznZU9NiC,Tamer Animals,4.128666666666667,118.998,0.625,0.546,0.337,2,4,0.733,0.954,0
218,11,1,Nils Frahm,For,2013-04-30 - Djrum - Mix Of The Week,7B0ofCHeQu2FoX7P28ZaPp,All Melody,5.26945,82.843,0.0118,0.253,0.149,8,3,0.952,0.614,1
219,12,1,Ena,Splinter,2013-04-30 - Djrum - Mix Of The Week,0Mm8udZBPw0ymntFXmt3VH,Analysis Code / Splinter,5.20275,176.84,0.635,0.436,0.108,2,5,0.238,0.896,1
220,13,1,+ Djrum,Turiya,2013-04-30 - Djrum - Mix Of The Week,3vYLW2osKjMPjGQCfGMOE5,Mountains,6.936083333333333,134.02,0.651,0.758,0.602,7,4,0.371,0.053,0
221,14,1,Murcof,Maiz,2013-04-30 - Djrum - Mix Of The Week,1monORomgHx5OeLpQFFZcr,Martes + Utopía,6.098216666666667,135.074,0.522,0.765,0.192,4,4,0.101,0.839,0
222,15,1,Lucy & Xhin,LX4,2013-04-30 - Djrum - Mix Of The Week,0Pt6Jdk5vDzvpxNIvmwwLX,LX4 / LX5,6.188383333333333,190.45,0.61,0.494,0.0386,4,3,0.028,0.873,0
228,21,1,Pedestrian,Kalakuta,2013-04-30 - Djrum - Mix Of The Week,2mbevf2GnmUlw73WmnTyd1,Kalakuta / Ndizi,6.992116666666667,126.999,0.832,0.831,0.427,11,4,0.0304,0.211,0
229,22,1,Djrum,"Blue On Blue, Voodoo",2013-04-30 - Djrum - Mix Of The Week,62gCsiTzKgrFQt9bBOCzko,Future Foundations,7.9874,122.53,0.758,0.543,0.42,7,4,0.781,0.686,0
230,23,1,Ena,Unplug,2013-04-30 - Djrum - Mix Of The Week,17zs8MmmQD0vUPYl1Dtqwk,Bilateral,5.106816666666667,140.013,0.677,0.461,0.163,1,4,0.00459,0.125,1
231,24,1,Taylor Deupree,Sleepover,2013-04-30 - Djrum - Mix Of The Week,2OmalkigRfeC4jd2yAZBPt,Lost & Compiled,7.003816666666666,70.083,0.0332,0.0667,0.0455,9,3,0.972,0.922,0
232,25,1,Dub,One,2013-04-30 - Djrum - Mix Of The Week,6KZmW3m8H69be0JSMj6762,CONTROVERSIA by Alok Vol. 001,2.429,121.849,0.756,0.618,0.325,7,4,0.0268,4.66e-06,1
233,26,1,Ital Tek,Hyper Real,2013-04-30 - Djrum - Mix Of The Week,7b8Etg4gaTpwJRTTyZhcfk,Hyper Real,4.3026333333333335,160.006,0.851,0.635,0.623,6,4,0.00069,0.904,0
234,27,1,DJ Cam,No Competition,2013-04-30 - Djrum - Mix Of The Week,1sXmkVWZHCkj76FcHh3rIL,Abstract Manifesto,5.9702166666666665,78.097,0.471,0.541,0.169,8,4,0.422,0.329,1
236,29,1,DUB,ONE,2013-04-30 - Djrum - Mix Of The Week,6KZmW3m8H69be0JSMj6762,CONTROVERSIA by Alok Vol. 001,2.429,121.849,0.756,0.618,0.325,7,4,0.0268,4.66e-06,1
237,30,1,Cliff Martinez,Drive Soundtrack,2013-04-30 - Djrum - Mix Of The Week,1ptBH8MFuEgtEcjcU6t5t1,Drive (Original Motion Picture Soundtrack),2.058883333333333,78.274,0.0522,0.204,0.0345,0,1,0.968,0.937,1
240,1,2,Stwo,Quiet Life,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab",3PlKa10kPgtqcYgQSeuP85,Bondax & Friends - The Mix Album,2.5848833333333334,179.27,0.622,0.629,0.334,4,4,0.588,0.781,0
242,3,2,TLC,Creep,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab",1aWV3uY3SIEZVbmv45oFWS,Crazysexycool,4.47555,92.94,0.458,0.811,0.797,5,4,0.0193,1.41e-06,0
243,4,2,Waldo,Purple Heart,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab",0dWgZDsIgcIR2tt84MG5K5,Nsde/Outsde,3.64285,172.483,0.419,0.626,0.282,9,4,0.174,0,1
246,7,2,Djemba Djemba,I Just Go,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab",4TDYH4DJ8aF6rLSjkPhevI,"Jeffree's, Vol. 6",4.08215,85.018,0.75,0.638,0.415,2,4,0.0232,0.0561,1
248,9,2,Kaytranada,At All,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab",0aR99yr1CNoxlZxm2veB65,At All / Hilarity Duff EP,4.787466666666667,120.099,0.471,0.898,0.41,2,4,0.0399,0.698,1
249,10,2,Basenji,Dawn,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab",7dcMofYVUj7hn6GI819zzc,Trackpad,3.3333333333333335,120.023,0.841,0.658,0.111,1,4,0.0275,0.891,0
251,12,2,Feadz & Kitto,Wettex,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab",7KLLPEF2v1P9PCh7G9gHdd,Electric Empire Remixes,3.7592833333333333,94.834,0.763,0.541,0.503,5,3,0.0107,1.87e-05,0
252,13,2,Rabit,So Clean,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab",1cz0aPH0tahViPSIubF5lT,Terminator,4.0,129.995,0.961,0.885,0.345,11,4,0.131,0.7,0
253,14,2,Drake,All Me,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab",7y911sqgHGHcyU4ivapjwi,Nothing Was The Same (Deluxe),4.514433333333334,122.006,0.515,0.67,0.422,1,4,0.0705,0,1
255,16,2,Gladys Knight,Grapevine,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab",1aRrJewQmqU3wMUf86VVc6,Everybody Needs Love,2.764883333333333,112.385,0.589,0.685,0.906,5,4,0.213,2.22e-05,1
258,19,2,Ta,Ku,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab",6G699QfN1BWYWXfiblH51F,"Kusu Kusu (From ""Satyameva Jayate 2"")",3.260266666666667,101.0,0.911,0.742,0.78,8,4,0.0137,0.00081,1
259,19,2,Ta,Ku,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab",6G699QfN1BWYWXfiblH51F,"Kusu Kusu (From ""Satyameva Jayate 2"")",3.260266666666667,101.0,0.911,0.742,0.78,8,4,0.0137,0.00081,1
260,20,2,Glitter Sand,Ku,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab",6G699QfN1BWYWXfiblH51F,"Kusu Kusu (From ""Satyameva Jayate 2"")",3.260266666666667,101.0,0.911,0.742,0.78,8,4,0.0137,0.00081,1
261,20,2,Glitter Sand,Ku,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab",6G699QfN1BWYWXfiblH51F,"Kusu Kusu (From ""Satyameva Jayate 2"")",3.260266666666667,101.0,0.911,0.742,0.78,8,4,0.0137,0.00081,1
263,22,2,Jaw Jam,Long Night,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab",1BvjLMKLM1oUCnOQIJLurJ,No Sleep,4.154,132.004,0.4,0.901,0.383,0,4,0.171,0.000485,1
265,24,2,Ta,Ku,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab",6G699QfN1BWYWXfiblH51F,"Kusu Kusu (From ""Satyameva Jayate 2"")",3.260266666666667,101.0,0.911,0.742,0.78,8,4,0.0137,0.00081,1
