,n_track,set_section,artist,track,set_name,song_id,album,duration,tempo,energy,danceability,valence,key,time_signature,acousticness,instruentalness,mode
145,34,1,dgoHn,Be Gentle,"2019-08-30 - Skee Mask @ Dimensions Festival, Croatia (RA Live)",6GJIzTfo2Ltpbkpnphmmpq,"Subtle Audio (Deviant D&B, Vol. 6)",5.0834,114.746,0.92,0.443,0.2,5,3,0.038,0.901,0
147,36,1,Current Value,Hitman,"2019-08-30 - Skee Mask @ Dimensions Festival, Croatia (RA Live)",1Y0i2sU8IlraSVvV8z2Mcx,Hitman / Target,5.514116666666666,176.792,0.995,0.328,0.0389,4,4,0.000899,0.915,0
151,40,1,Lorenzo Senni,Superimpositions,"2019-08-30 - Skee Mask @ Dimensions Festival, Croatia (RA Live)",30t0XsZvTV4XBG2SWRNfaZ,Superimpositions,5.7125,150.013,0.995,0.746,0.827,7,4,2.26e-06,0.956,0
152,40,1,Lorenzo Senni,Superimpositions,"2019-08-30 - Skee Mask @ Dimensions Festival, Croatia (RA Live)",30t0XsZvTV4XBG2SWRNfaZ,Superimpositions,5.7125,150.013,0.995,0.746,0.827,7,4,2.26e-06,0.956,0
153,41,1,?,Superimpositions,"2019-08-30 - Skee Mask @ Dimensions Festival, Croatia (RA Live)",30t0XsZvTV4XBG2SWRNfaZ,Superimpositions,5.7125,150.013,0.995,0.746,0.827,7,4,2.26e-06,0.956,0
154,41,1,?,Superimpositions,"2019-08-30 - Skee Mask @ Dimensions Festival, Croatia (RA Live)",30t0XsZvTV4XBG2SWRNfaZ,Superimpositions,5.7125,150.013,0.995,0.746,0.827,7,4,2.26e-06,0.956,0
155,42,1,Muslimgauze,Sandtrafikar,"2019-08-30 - Skee Mask @ Dimensions Festival, Croatia (RA Live)",4bJmOt1cdYmE7JLLCIWbjg,Sandtrafikar,12.417766666666667,154.706,0.533,0.725,0.526,7,4,0.286,0.854,1
156,42,1,Muslimgauze,Sandtrafikar,"2019-08-30 - Skee Mask @ Dimensions Festival, Croatia (RA Live)",1UZNNJQ1npuF946nfskW0T,Azure Deux,12.417766666666667,154.71,0.532,0.728,0.51,7,4,0.281,0.834,1
157,42,1,Muslimgauze,Sandtrafikar,"2019-08-30 - Skee Mask @ Dimensions Festival, Croatia (RA Live)",1UZNNJQ1npuF946nfskW0T,Azure Deux,12.417766666666667,154.71,0.532,0.728,0.51,7,4,0.281,0.834,1
158,43,1,?,Sandtrafikar,"2019-08-30 - Skee Mask @ Dimensions Festival, Croatia (RA Live)",4bJmOt1cdYmE7JLLCIWbjg,Sandtrafikar,12.417766666666667,154.706,0.533,0.725,0.526,7,4,0.286,0.854,1
159,43,1,?,Sandtrafikar,"2019-08-30 - Skee Mask @ Dimensions Festival, Croatia (RA Live)",1UZNNJQ1npuF946nfskW0T,Azure Deux,12.417766666666667,154.71,0.532,0.728,0.51,7,4,0.281,0.834,1
160,43,1,?,Sandtrafikar,"2019-08-30 - Skee Mask @ Dimensions Festival, Croatia (RA Live)",1UZNNJQ1npuF946nfskW0T,Azure Deux,12.417766666666667,154.71,0.532,0.728,0.51,7,4,0.281,0.834,1
161,44,1,?,Sandtrafikar,"2019-08-30 - Skee Mask @ Dimensions Festival, Croatia (RA Live)",4bJmOt1cdYmE7JLLCIWbjg,Sandtrafikar,12.417766666666667,154.706,0.533,0.725,0.526,7,4,0.286,0.854,1
162,44,1,?,Sandtrafikar,"2019-08-30 - Skee Mask @ Dimensions Festival, Croatia (RA Live)",1UZNNJQ1npuF946nfskW0T,Azure Deux,12.417766666666667,154.71,0.532,0.728,0.51,7,4,0.281,0.834,1
163,44,1,?,Sandtrafikar,"2019-08-30 - Skee Mask @ Dimensions Festival, Croatia (RA Live)",1UZNNJQ1npuF946nfskW0T,Azure Deux,12.417766666666667,154.71,0.532,0.728,0.51,7,4,0.281,0.834,1
164,45,1,ConQuest,Forever,"2019-08-30 - Skee Mask @ Dimensions Festival, Croatia (RA Live)",3nTNjNSnXnSrs3HRZnUB1P,"License to Thrill, Pt. 3",8.055766666666667,140.017,0.712,0.679,0.0342,11,4,0.000401,0.629,0
165,45,1,ConQuest,Forever,"2019-08-30 - Skee Mask @ Dimensions Festival, Croatia (RA Live)",2enPRFda84VE2wtI8c86Uf,Static,3.7291,163.378,0.742,0.174,0.36,8,4,0.00181,0.281,1
166,46,1,?,Forever,"2019-08-30 - Skee Mask @ Dimensions Festival, Croatia (RA Live)",3nTNjNSnXnSrs3HRZnUB1P,"License to Thrill, Pt. 3",8.055766666666667,140.017,0.712,0.679,0.0342,11,4,0.000401,0.629,0
167,46,1,?,Forever,"2019-08-30 - Skee Mask @ Dimensions Festival, Croatia (RA Live)",2enPRFda84VE2wtI8c86Uf,Static,3.7291,163.378,0.742,0.174,0.36,8,4,0.00181,0.281,1
172,5,1,Gaetek,The Advanced Series Vol. I,2019-12-19 - Skee Mask - Ilian Tape Podcast Series 046,69Bk74ahX5xUmZy38OX9kW,The Advanced Series Vol. II,5.754566666666666,136.029,0.937,0.787,0.734,10,4,0.00147,0.923,0
175,8,1,Stave & Grebenstein,Alfa,2019-12-19 - Skee Mask - Ilian Tape Podcast Series 046,6h2VEoNvoqNgM0bqoNkvwL,Live from Frankfurter Straße,5.76435,138.001,0.812,0.724,0.0356,11,4,0.00118,0.83,1
178,11,1,User,18,2019-12-19 - Skee Mask - Ilian Tape Podcast Series 046,0nGmqiTs697zsJLLYcvCDC,Album A,0.8566666666666667,109.884,0.606,0.696,0.966,0,4,0.000547,0.829,1
180,13,1,Infiniti,Skyway,2019-12-19 - Skee Mask - Ilian Tape Podcast Series 046,6aEFgY3sW064O6fmOVwUh8,Skynet: a Juan Atkins Production,5.913766666666667,139.709,0.536,0.766,0.44,11,4,0.0085,0.905,0
188,21,1,Autechre,90101,2019-12-19 - Skee Mask - Ilian Tape Podcast Series 046,1ZrCdNesarknA0TMJ2s1fr,Quaristice,3.1846666666666668,148.043,0.904,0.676,0.114,10,4,0.231,0.912,0
192,25,1,DJ Bake,BC Basketball Anthem,2019-12-19 - Skee Mask - Ilian Tape Podcast Series 046,3vQrt50dj8mkOXIcNxlY7u,Bounce Ninty Six,2.428516666666667,145.027,0.793,0.876,0.266,11,4,0.00465,0.00477,0
194,2,1,Frankie Bones,A Beat Like This,2020-09-30 - Skee Mask - Tsugi Podcast 602,5SkRzkvsGDjuzK2JmLIDRc,"Computer Controlled, Vol. 3",3.0528833333333334,133.126,0.99,0.77,0.708,2,4,6.87e-05,0.73,1
195,2,1,Frankie Bones,A Beat Like This,2020-09-30 - Skee Mask - Tsugi Podcast 602,5SkRzkvsGDjuzK2JmLIDRc,"Computer Controlled, Vol. 3",3.0528833333333334,133.126,0.99,0.77,0.708,2,4,6.87e-05,0.73,1
197,4,1,Silas,Tribe,2020-09-30 - Skee Mask - Tsugi Podcast 602,5svZkKTjVq2X6gbvemvkoJ,Genesis EP,4.8019,140.005,0.828,0.52,0.734,11,4,0.00376,0.955,0
198,4,1,Silas,Tribe,2020-09-30 - Skee Mask - Tsugi Podcast 602,5svZkKTjVq2X6gbvemvkoJ,Genesis EP,4.8019,140.005,0.828,0.52,0.734,11,4,0.00376,0.955,0
201,7,1,DJ Swisha,Reconstructed Club,2020-09-30 - Skee Mask - Tsugi Podcast 602,6hZmtD9rwTtJopgjYdDAOF,Nothing but Net,3.8666666666666667,134.008,0.971,0.86,0.641,1,4,0.0619,0.875,1
202,7,1,DJ Swisha,Reconstructed Club,2020-09-30 - Skee Mask - Tsugi Podcast 602,6hZmtD9rwTtJopgjYdDAOF,Nothing but Net,3.8666666666666667,134.008,0.971,0.86,0.641,1,4,0.0619,0.875,1
205,10,1,Moscow Legend,Tek Dis!,2020-09-30 - Skee Mask - Tsugi Podcast 602,5XYkFxRwkpRNV8VqKJAw4S,TEK DIS!,5.041133333333334,139.948,0.992,0.745,0.963,4,4,0.000572,0.921,1
206,10,1,Moscow Legend,Tek Dis!,2020-09-30 - Skee Mask - Tsugi Podcast 602,5XYkFxRwkpRNV8VqKJAw4S,TEK DIS!,5.041133333333334,139.948,0.992,0.745,0.963,4,4,0.000572,0.921,1
207,11,1,Silas,Froggy,2020-09-30 - Skee Mask - Tsugi Podcast 602,0RPvcGxPrIm6jba1z9HWc9,Genesis EP,3.2285666666666666,104.944,0.702,0.842,0.397,6,3,0.000665,0.804,1
208,11,1,Silas,Froggy,2020-09-30 - Skee Mask - Tsugi Podcast 602,0RPvcGxPrIm6jba1z9HWc9,Genesis EP,3.2285666666666666,104.944,0.702,0.842,0.397,6,3,0.000665,0.804,1
209,12,1,Travis T,High St Bubblin,2020-09-30 - Skee Mask - Tsugi Podcast 602,7IRbMtmzqH5pHhsZ6Qpx19,High St Bubblin,4.905783333333333,138.034,0.783,0.8,0.962,9,4,0.0052,5.61e-06,1
210,12,1,Travis T,High St Bubblin,2020-09-30 - Skee Mask - Tsugi Podcast 602,7IRbMtmzqH5pHhsZ6Qpx19,High St Bubblin,4.905783333333333,138.034,0.783,0.8,0.962,9,4,0.0052,5.61e-06,1
214,16,1,Farron,Liquid Shorts,2020-09-30 - Skee Mask - Tsugi Podcast 602,2K21TUAQbrD4AA1V4x4mUS,Five Element Ninjas,5.848483333333333,132.026,0.995,0.612,0.43,6,4,0.000576,0.547,1
215,16,1,Farron,Liquid Shorts,2020-09-30 - Skee Mask - Tsugi Podcast 602,2K21TUAQbrD4AA1V4x4mUS,Five Element Ninjas,5.848483333333333,132.026,0.995,0.612,0.43,6,4,0.000576,0.547,1
222,23,1,Paul Mac,More Over,2020-09-30 - Skee Mask - Tsugi Podcast 602,1wO8HOEDJxLtxe6XZo1PAD,Push Came To Shove,4.690433333333333,138.055,0.938,0.602,0.689,10,4,0.00012,0.826,0
223,23,1,Paul Mac,More Over,2020-09-30 - Skee Mask - Tsugi Podcast 602,1wO8HOEDJxLtxe6XZo1PAD,Push Came To Shove,4.690433333333333,138.055,0.938,0.602,0.689,10,4,0.00012,0.826,0
224,24,1,Hanno Leichtmann & Sabine Ercklentz,Study Ten,2020-09-30 - Skee Mask - Tsugi Podcast 602,0AGQCjLd0nCjI9Pbmd3Voo,Minimal Studies,5.912433333333333,185.151,0.415,0.106,0.0748,8,3,0.583,0.787,0
225,24,1,Hanno Leichtmann & Sabine Ercklentz,Study Ten,2020-09-30 - Skee Mask - Tsugi Podcast 602,0AGQCjLd0nCjI9Pbmd3Voo,Minimal Studies,5.912433333333333,185.151,0.415,0.106,0.0748,8,3,0.583,0.787,0
227,2,1,Frankie Bones,A Beat Like This,2020-09-30 - Skee Mask - Tsugi Podcast 602,5SkRzkvsGDjuzK2JmLIDRc,"Computer Controlled, Vol. 3",3.0528833333333334,133.126,0.99,0.77,0.708,2,4,6.87e-05,0.73,1
228,2,1,Frankie Bones,A Beat Like This,2020-09-30 - Skee Mask - Tsugi Podcast 602,5SkRzkvsGDjuzK2JmLIDRc,"Computer Controlled, Vol. 3",3.0528833333333334,133.126,0.99,0.77,0.708,2,4,6.87e-05,0.73,1
230,4,1,Silas,Tribe,2020-09-30 - Skee Mask - Tsugi Podcast 602,5svZkKTjVq2X6gbvemvkoJ,Genesis EP,4.8019,140.005,0.828,0.52,0.734,11,4,0.00376,0.955,0
231,4,1,Silas,Tribe,2020-09-30 - Skee Mask - Tsugi Podcast 602,5svZkKTjVq2X6gbvemvkoJ,Genesis EP,4.8019,140.005,0.828,0.52,0.734,11,4,0.00376,0.955,0
234,7,1,DJ Swisha,Reconstructed Club,2020-09-30 - Skee Mask - Tsugi Podcast 602,6hZmtD9rwTtJopgjYdDAOF,Nothing but Net,3.8666666666666667,134.008,0.971,0.86,0.641,1,4,0.0619,0.875,1
235,7,1,DJ Swisha,Reconstructed Club,2020-09-30 - Skee Mask - Tsugi Podcast 602,6hZmtD9rwTtJopgjYdDAOF,Nothing but Net,3.8666666666666667,134.008,0.971,0.86,0.641,1,4,0.0619,0.875,1
238,10,1,Moscow Legend,Tek Dis!,2020-09-30 - Skee Mask - Tsugi Podcast 602,5XYkFxRwkpRNV8VqKJAw4S,TEK DIS!,5.041133333333334,139.948,0.992,0.745,0.963,4,4,0.000572,0.921,1
239,10,1,Moscow Legend,Tek Dis!,2020-09-30 - Skee Mask - Tsugi Podcast 602,5XYkFxRwkpRNV8VqKJAw4S,TEK DIS!,5.041133333333334,139.948,0.992,0.745,0.963,4,4,0.000572,0.921,1
240,11,1,Silas,Froggy,2020-09-30 - Skee Mask - Tsugi Podcast 602,0RPvcGxPrIm6jba1z9HWc9,Genesis EP,3.2285666666666666,104.944,0.702,0.842,0.397,6,3,0.000665,0.804,1
241,11,1,Silas,Froggy,2020-09-30 - Skee Mask - Tsugi Podcast 602,0RPvcGxPrIm6jba1z9HWc9,Genesis EP,3.2285666666666666,104.944,0.702,0.842,0.397,6,3,0.000665,0.804,1
242,12,1,Travis T,High St Bubblin,2020-09-30 - Skee Mask - Tsugi Podcast 602,7IRbMtmzqH5pHhsZ6Qpx19,High St Bubblin,4.905783333333333,138.034,0.783,0.8,0.962,9,4,0.0052,5.61e-06,1
243,12,1,Travis T,High St Bubblin,2020-09-30 - Skee Mask - Tsugi Podcast 602,7IRbMtmzqH5pHhsZ6Qpx19,High St Bubblin,4.905783333333333,138.034,0.783,0.8,0.962,9,4,0.0052,5.61e-06,1
247,16,1,Farron,Liquid Shorts,2020-09-30 - Skee Mask - Tsugi Podcast 602,2K21TUAQbrD4AA1V4x4mUS,Five Element Ninjas,5.848483333333333,132.026,0.995,0.612,0.43,6,4,0.000576,0.547,1
248,16,1,Farron,Liquid Shorts,2020-09-30 - Skee Mask - Tsugi Podcast 602,2K21TUAQbrD4AA1V4x4mUS,Five Element Ninjas,5.848483333333333,132.026,0.995,0.612,0.43,6,4,0.000576,0.547,1
255,23,1,Paul Mac,More Over,2020-09-30 - Skee Mask - Tsugi Podcast 602,1wO8HOEDJxLtxe6XZo1PAD,Push Came To Shove,4.690433333333333,138.055,0.938,0.602,0.689,10,4,0.00012,0.826,0
256,23,1,Paul Mac,More Over,2020-09-30 - Skee Mask - Tsugi Podcast 602,1wO8HOEDJxLtxe6XZo1PAD,Push Came To Shove,4.690433333333333,138.055,0.938,0.602,0.689,10,4,0.00012,0.826,0
257,24,1,Hanno Leichtmann & Sabine Ercklentz,Study Ten,2020-09-30 - Skee Mask - Tsugi Podcast 602,0AGQCjLd0nCjI9Pbmd3Voo,Minimal Studies,5.912433333333333,185.151,0.415,0.106,0.0748,8,3,0.583,0.787,0
258,24,1,Hanno Leichtmann & Sabine Ercklentz,Study Ten,2020-09-30 - Skee Mask - Tsugi Podcast 602,0AGQCjLd0nCjI9Pbmd3Voo,Minimal Studies,5.912433333333333,185.151,0.415,0.106,0.0748,8,3,0.583,0.787,0
